tweets,labels
ah bra kwame your competition come,Positive
u see his link up with jordin sparks no nso🔥🇬🇭,Neutral
hw kwasia bi nsohe be shatta wale fan p,Negative
hwɛ pentecost hug bi nso 🤦🏽‍♂️ bbtitans,Neutral
you are doing the lord’s work bro  media fo nso y nipa  … no room for imbecility 🔥✊🏾,Neutral
olivia nso sre kakra errr 🤭🤭bbtitans,Neutral
nowplayingonpure⏯ ma me nso wo mu by  w   x  x  x    prod by,Negative
saa boy wei eer😂,Neutral
lol yoo,Positive
mi pa wu tsu yoo lol,Positive
ahoɔfɛ me ho yɛ papa na wo ɛ “  looool yoomsti odo hope ur good”,Positive
meda wo ase  wo backgroung foto no y fe paaghana map,Positive
mate wai bra am ffwn u  lol,Positive
hahahaha yes boss    medi wakyi di makyi bi wai,Positive
daabi o wonnii makyi hwɛ no yie na di makyi “  looolllmedi wakyi”,Positive
looolllmedi wakyi,Positive
anaa nso sɛ kɔwae kɛseɛ no “  okwhat is go tear da big one”,Positive
kɔhwan kɛseɛ no “  okwhat is go tear da big one”,Positive
yoo mate “  you have to teach me hw to w berra twi”,Positive
ooohh masa ma feele wo linez no,Multilingual
lool yelssss   hwee nni brɔsɛm mu ampa “   whee ne brofosem bi”,Positive
looool   hahahaha mipawotsw may wai    medi wakyi di makyi bi wai,Positive
wode waye wadwen se wobe follow me followers nyinaa own,Positive
i have this strong feeling woy gina meboa,Positive
oic cousin aunty or uncle cant make u out cos of your avi ena woka twi saa nolol,Positive
wo y sure,Positive
tw y dn   ff bak,Positive
me too  kyɛ me baakoɛ  “ i have  phones now ”,Positive
kyɛ me baakoɛ  “ i have  phones now ”,Positive
maakye oo ma family,Positive
ɔdɔ foforɔ deɛ ɛyɛ fɛ na na awieɛtrue,Positive
saa  deɛn ntira “  wun ye serious craaa lol”,Positive
d ma guy  nsateaa nyinaa nyɛ pɛ,Positive
done  medi wakyi di makyi bi wai,Positive
lol   nakus medi wakyi di makyi bi wai,Positive
lol ryt at u   kwesisinc medi wakyi di makyi bi wai,Positive
medi wakyi wai wonnii makyi o “  nw ffnffb wai”,Positive
metare wo akyi   nf  ff bak homie,Positive
lol done   yaw medi wakyi di makyi bi wai,Positive
done my boss  medi wakyi di makyi bi wai,Positive
get it hot kayara amp klu  weed amp booze mixed by klumonsta,Positive
it is dan wai,Positive
ff u pls ffbck   medi wakyi di makyi bi wai,Positive
done   medi wakyi di makyi bi wai,Positive
yoo ɔhemaa “ done  medi wakyi di makyi bi wai”,Positive
ɛna ɛkɔsii sɛn ɛfiri sɛ wandi makyi “ lolz ma te,Positive
medi wakyi di makyi bi wailgtyes boss,Positive
mati wai   mesrɛ wo o manshɛ da afei medi wakyi   toldme  ff u buh ure nt ffn”,Positive
mesrɛ wo o manshɛ da afei medi wakyi   toldme  ff u buh ure nt ffn”,Positive
medi wakyi di makyi bi waiei wadi makyi paa nohomo ayt no pee,Positive
aane   ampa ara “tata truth   nya asɛm hwɛ na ɛhɔ na wobɛ hunu wo adɔfo”,Positive
truth   nya asɛm hwɛ na ɛhɔ na wobɛ hunu wo adɔfo,Positive
afei mahu “ umm checky biom    wonnii makyi o ɔbaasima”,Positive
mmo wayɛ adeɛ “ ryt behind yu    medi wakyi di makyi bi wai”,Positive
sɛbe “ oh oh oh u cant just say that rephrase ur sentence oo lol   lastbaebie medi wakyi di makyi bi wai”,Positive
oh oh oh u cant just say that rephrase ur sentence oo lol   lastbaebie medi wakyi di makyi bi wai,Positive
mmo ahoɔfɛɔ  lol ffn ryt baq   medi wakyi di makyi bi wai,Positive
saa saa saa na wu si lie bn,Positive
ampa     saa agorɔ yɛdɛ a yɛbɔ no ankɔɔ “ aww say it again oo   abusua nyɛ asafo na yabɔ agyai”,Positive
saa agorɔ yɛdɛ a yɛbɔ no ankɔɔ “ aww say it again oo   abusua nyɛ asafo na yabɔ agyai”,Positive
aww say it again oo   abusua nyɛ asafo na yabɔ agyai,Positive
yoooo lol,Positive
done boss    medi wakyi di makyi bi wai,Positive
du makyi paa   wu y passenger anaa    medi wakyi du makyi bi wai,Positive
da biara metena fidikani no nkyen “ wu y passenger anaa    medi wakyi du makyi bi wai”,Positive
onyame nadom ara “ how far,Positive
me nso saa ara “ me sr wo me nny gay loldone wae   blakkmynd medi wakyi du makyi bi wai”,Positive
me sr wo me nny gay loldone wae   blakkmynd medi wakyi du makyi bi wai,Positive
na wo e “  lol ok”,Positive
ɔhemaaba metare wakyi “  follow back”,Positive
mmo busumuru “ twitter for twi appyoo mati wai    medi wakyi di makyi bi wai”,Positive
twitter for twi appyoo mati wai    medi wakyi di makyi bi wai,Positive
yɛrepɛ no akye no anaa “ whoever is behind this account,Positive
mate wai  me nso saa ara “mikenkansah mepakyw meny gay lol   mikenkansah medi wakyi di makyi bi wai”,Positive
saa mennim o “   ahjuwa medi wakyi di makyi bi waiok but d has several meanings odone tho”,Positive
me nso saa ara “ mepakyw meny gay lol   mikenkansah medi wakyi di makyi bi wai”,Positive
smh  mepakyw meny gay lol   mikenkansah medi wakyi di makyi bi wai,Positive
mepakyw meny gay lol   mikenkansah medi wakyi di makyi bi wai,Positive
mmo ne yɔ “ lol done,Positive
lol  mmo ne yɔ “ eimwie wai  medi wakyi di makyi bi wai”,Positive
mmo ne yɔ “  following”,Positive
twierror   dua a ɛbɛwɔ yani no yɛtwa so yɛ rensensen anoo,Positive
mmo wayɛ adeɛ “  done and done”,Positive
mmo “ ℓ☺ℓ yoo mate    medi wakyi di makyi bi wai”,Positive
mmo “  lol done”,Positive
done oh    medi wakyi di makyi bi wai,Positive
medaase “ daabi o na alatafoɔ deɛ no yɛ dubaako na ɛyɛ mmerɛ no mu “ last time  happened was in,Positive
wayɛ adeɛ mmo “ nff  he tweets jx twi”,Positive
nokwɛrɛ “   it looks like u tweet only twieh”,Positive
heheeyoo,Positive
maakye “  gm”,Positive
meda woase “  done”,Positive
madi wakyi dada ahoɔfɛ “  hahahaha ff back bruv”,Positive
nokwɛrɛ “  samanpom soa kɔduru wo ni wu a na wabusua asatruetalk”,Positive
samanpom soa kɔduru wo ni wu a na wabusua asatruetalk,Positive
mmo “  chaley typical twi paa  thumbs up”,Positive
a se waeu r welkam swts,Positive
u re welcm   pibbiry ɔhemaa meda woase sɛ wadi makyi bi,Positive
meda wo ase wo nso saa “  be favoured”,Positive
mayɛ amma wo wai “  kindly ff bak”,Positive
akwaaba welcome  our latest followers,Positive
me y sorry wei,Positive
do you mean mo  you plural or mmo  well done twi,Positive
mewɔ ha mewɔfase wo honam mu ɛ “  hi”,Positive
its ampae not ampayɛ twi,Positive
u welcum   meda woase sɛ wodii makyi,Positive
yoo menso medawase se wo dii mekyi hahahahaha eeeei this twi is so ambiguous lol,Positive
wo nyɛ kurasenii nti no wo nte aseɛ “ please explain   nnua nyinaa rebɛ tene na yɛde deɛ wɔ hen ayɛ sɔduro”,Positive
please explain   nnua nyinaa rebɛ tene na yɛde deɛ wɔ hen ayɛ sɔduro,Positive
hmm brɔfo “ only animals dnt appreciated beauty”,Positive
amp  watch this gt,Positive
amp  watch this gt  s mrversatile ghana,Positive
u need twi lessons from    di otwa kwai ohu s ne chi achia,Positive
nodoubt  opanin dware wie a na nsuo asa,Positive
ɛyɛ me sɛ wobaa twitter so akyɛ ɛfiri sɛ da biara me tweete “ eeii where is  n his snippets of twi wisdom”,Positive
me dze wo egyir  nti y wild na ff me bi ai fantifriday,Positive
anigyeɛ nkoaa  “ mwuah xx,Positive
ahunu bi pɛn nti na aserewa regyegye ne ba kro a na wɔatwa nani ahwɛ nkyɛn eeiii dis deep,Positive
your translation is literal “  dadeɛ bi twa dadeɛ musome metal cut metal inside”,Positive
dadeɛ bi twa dadeɛ musome metal cut metal inside,Positive
ɔhene bɔ saa din yi wɔ badwa mu a wabɔ musuo “  oh saa lol”,Positive
oh saa lol,Positive
ayoo   saa na ɛteɛ “lykappacitynac twi teacher   wo nsa da mu a yɛnni nnya wo”,Positive
asɛm papa “ finally i understood one  ɔdɛnkyɛm da nsuo mu nso ɔnhomme nsuo ɔhome mframa”,Positive
finally i understood one  ɔdɛnkyɛm da nsuo mu nso ɔnhomme nsuo ɔhome mframa,Positive
baabi a wo yɔnko da ne wo dabrɛ ltlt exactly,Positive
thank you  gtgtgt   wo yɔnko asɛm ba a susu gu aseɛ nkyene na daakye wo nso wodeɛ bɛba,Positive
medaase  mayɛ wai ahoɔfɛ “  ff back ”,Positive
mayɛ wai ahoɔfɛ “  ff back ”,Positive
ma manigye yie s me y ghanani ne twi mu da h papapapapa teamghana,Positive
abɔfra a ɔse ɔremma ne maame nna no bɛntoa mpa ne to da miss those old african sayings keep em coming,Positive
ɛnyɛ nokwarɛ menhunuu sɛ wodi makyi “  mede wakyilol”,Positive
mede wakyilol,Positive
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm “ ask   what is a word to the wise is enough,Positive
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm  ask   what is a word to the wise is enough in twi,Positive
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm “ ask   what is a word to the wise is enough in twi”,Positive
noted    nsuo taa aponkyerani a wɔgye wɔɔ,Positive
mete nkwa mu yi deɛ neɛ onyame bɛyɛ ama me biara yɛ “ hey ma twi friendwoho tesn  nnipabɔnesɛm nti na yɛkyɛɛ din”,Positive
hey ma twi friendwoho tesn   nnipabɔnesɛm nti na yɛkyɛɛ din,Positive
ne nyinaa nie ɛɔɛɔ twa na fa tim neɛ woretwerɛ biara “   and  twi i beg how do i get tha t,Positive
ne nyinaa nie ɛɔɛɔ twa na fa tim neɛ woretwerɛ biara “   and  twi i beg how do i get tha twi alphabets”,Positive
di makyi bak done,Positive
plz i do not understand the twi  medi wakyi di makyi bi wai,Positive
wo rentae nkan twi ntira da biara wokan brɔfo “ it takes ages to understand  s tweets sometimeslmaoo”,Positive
osuo rebɛtɔ a mframa na ɛdi kan gtgt theres wind before a storm,Positive
"ff sogtgt         i ff jsst ask and its done
ff sogtgt          ff
ff bak sir
follow friday          v
ff so gt
follow friday          v
follow friday          v
follow friday          via
oh sori oo may wai   daabi o wonnii mak",Positive
eeii dz is quite interestindts nycc,Positive
aane o ahoɔfɛ “  r u seriuxxall ur tweets r in twiwowhmm dts nyc”,Positive
done wai   medi wakyi di makyi bi wai,Positive
kyer me reasons  enti aa mendi wkyilol medi agor medi wakyi tawee    medi wakyi di makyi bi wai,Positive
lol done    medi wakyi di makyi bi wai,Positive
nante yie anaa wone nyame nkɔ anaa nyame nfa wo nkɔ “  good bye y ka ne sen w twi mu”,Positive
good bye y ka ne sen w twi mu,Positive
wo backgroung foto no y fe paaghana map,Positive
lol true statement  adwuma bɔne ntesɛ krɔno”,Positive
yoo “  ohdidnt knw u werfa ky me wai”,Positive
ohdidnt knw u werfa ky me wai,Positive
i dey feel the twi level but how can you dii makyi like that follow na min follow wo,Positive
lolyooo mate wai,Positive
lol   ɛfaa mani so afei medi wakyi “ woboa wonni makyi biaa   cont,Neutral
metu mich di mawo watiwo y buei   haha yɛ tetee me wɔ kookoo ase  pearsweety u yr u an cont  sa,Positive
lol   ɔyɛ aboa anaa nipa “ u ve not met my fat friend     ɔsono akyi nni aboa”,Positive
ɔyɛ aboa anaa nipa “ u ve not met my fat friend     ɔsono akyi nni aboa”,Neutral
twitpic   u ve not met my fat friend     ɔsono akyi nni aboa,Positive
medi wakyi di makyi bi wai madi wakyi done,Positive
ampa “ pls check again   “ medi wakyi p    medi wakyi di makyi bi wai””,Positive
pls check again   “ medi wakyi p    medi wakyi di makyi bi wai”,Positive
ɛno na mkyerɛɛ woɔ no twa na fa tim cutamppaste ɛɔɛɔ “   how r u guys able to tweet with twi characters”,Positive
yoo mate boss   medi wakyi di makyi bi wai,Positive
metare wakyi “  ff bk”,Positive
lool yoo,Positive
saaa gd gd,Positive
the disgrace of the cassava is a shame to the okrobukom banku     bankye wɔ hɔ yi nanim gu ase a,Positive
the disgrace of the cassava is a shame to the okrobukom banku     bankye wɔ hɔ yi nanim gu ase a na nkruma afɛre,Positive
ɔdɔ metare wakyi “ nw ff ff bk wai”,Positive
oh ok  its like putting square pegs in round holes “  daabi nt dat  more,Positive
its like putting square pegs in round holes “  daabi nt dat im talkn abt dis »» ɛtire wɔ hɔ a yɛnshɛ kotodwe kyɛ”,Positive
daabi nt dat im talkn abt dis »»» ɛtire wɔ hɔ a yɛnshɛ kotodwe kyɛ,Positive
kwaku ananse ba ntinkuma na ɔkaa ne asɛm sɛ obi yɛ ne ho kwasia a na ɔde repɛ nyinikyɛdats on point mahn,Positive
ah who dat    medi wakyi di makyi bi wai  ya to sbi kakra hahaah metaa wakyi,Positive
ok  what the hell  effahpoku medi wakyi di makyi bi wai,Positive
hahaha u fool kk “   ohia asɛm nti akɔnɔ bɛkum ahiafoɔ kwa cc,Positive
saa woahunu mɛkyerɛ wo nanso mewɔ ɛpoagya na wowɔ ghana yi ɛbɛyɛ dɛn  wud want to learn more twiiii from ulool,Positive
metare wo akyi “ ff bk yh,Positive
looolffn done huh   medi wakyi di makyi bi wai,Positive
done wai   brakwame u didnt ff,Neutral
oh yeaaah i get it  medaase,Positive
mepa kyew whats the meaning of this proverb   wopam apɔnkye na wo anto no a wose ne ho bɔn,Positive
wat happened to the f as in lmfao hohoho   di makyiefiris menso medi wakyimeseremetoasilmfao,Positive
ahoɔfɛ metare wakyi “  di makyiefiris menso medi wakyimeseremetoasilmfao”,Positive
di makyiefiris menso medi wakyimeseremetoasilmfao,Positive
metare wakyi dada “ ff  fb”,Positive
metare wakyi “  ffbaklove ur tweets”,Positive
me nua mati wailol,Positive
yaa wonnii makyi “ lol ok    medi wakyi di makyi bi wai”,Positive
done   jeffyeb medi wakyi di makyi bi wai,Positive
ɔtɔfoɔ meda wo ano ase “ fancy ur style  man u rep gh”,Positive
lool done    medi wakyi di makyi bi wai,Positive
yup cant read n write    saa wahunu  “vickydarlin u gud wit the twi paaaa   cont,Positive
so u dont understand twi “  neɛ ɛdi wo akyi so kyɛn wo a ɛbɛyɛ den na ɛrensumsum woɔi dont get anything u tweet”,Positive
ɔhemaa medii wakyi no wo andi makyi bi saa ntira afei mebɔ wakyi “  boss na anka wo di makyi oona y dn”,Positive
mati wae my wa p de ama w lol,Positive
hmm “ ei wo di makyi yoo me di wo di bi wai  shesmaabenaa medi wakyi di makyi bi wai”,Positive
done  blaqboyshenzy medi wakyi di makyi bi wai,Positive
medi wakyi di makyi bi wai lolzmenso mede wakyi,Positive
ampa “   lool wama waka brɔfo”,Positive
lmao yoo mate  tete no na yɛnnua bi wɔ yɛ man mu no nti yɛ mpaninfoɔ amma no din  more  sh,Positive
tete no na yɛnnua bi wɔ yɛ man mu no nti yɛ mpaninfoɔ amma no din wɔtamɛlɔn “  twi ɔbenfo watermelon twi din yɛ deɛn”,Positive
twi ɔbenfo watermelon twi din yɛ deɛn,Positive
wow ghana hene fa haha,Positive
me merenyi me ho adi wɔ bɛdwam di makyi na menka ngu waso mu dm “  jst wana noe hu dis is”,Positive
mebɔ wo akyi “  m pakyo follow back”,Positive
mayɛ ama wo “  new free track blackshinobi,Positive
woyi deɛ ɛyɛ nɛɛmafoɔ nwom paa mo asom a black shinobimp  hulk share  music distribution platform,Positive
metare wakyi te sɛ kotrɛ tare dan ho no “ now following  ff back”,Positive
say again oo  ayɔnkofa dodoɔ nti na amma ɔkɔtɔ annya tire,Positive
metare wakyi “  yo im  are ffn you why dont you ff me back cheers”,Positive
yes sir  medi wakyi di makyi bi wai,Positive
lolnice one     medi wakyi di makyi bi wai,Positive
biribi saa “  so u can write englishlol”but i lyk da twi more,Positive
lol  biribi saa “  so u can write englishlol”,Positive
biribi saa “  so u can write englishlol”,Positive
loldone wai,Positive
into english  id appreciate if u cn translate ur tweets   abuburokosua adeɛ a ɛbɛyɛ yie no ɛnsei da,Positive
id appreciate if u cn translate ur tweets   abuburokosua adeɛ a ɛbɛyɛ yie no ɛnsei da,Positive
lol mate menua    medi wakyi di makyi bi wai,Positive
ur translation be wrong  wo annya neɛ worehwehwɔ wo ahunu the profane translation “  ok what,Positive
kɔ na te kɛseɛ no “  ok what about go and pluck da big one ”,Positive
wo annya neɛ worehwehwɔ wo ahunu the profane translation “  ok what about go and pluck da,Positive
wo annya neɛ worehwehwɔ wo ahunu the profane translation “  ok what about go and pluck da big one ”,Positive
te kɛseɛ no “  plss what is pluck da big one in twi”,Positive
plss what is pluck da big one in twi,Positive
hmm very true  ɔhɔhoɔ asɛm yɛ mmɔbɔ,Positive
adɛn onua nti sɛ obi twerɛ twi a ɛnyɛ ade pa anaa “  chale wats all,Positive
adɛn onua nti sɛ obi twerɛ twi a ɛnyɛ ade pa anaa “  chale wats all dis plenty twi u keep writing,Positive
adɛn onua nti sɛ obi twerɛ twi a ɛnyɛ ade pa anaa “  chale wats all dis plenty twi u keep writing mtcheww”,Negative
lol   ɛbɛtɔ da ɔkraman bɛsoa nam ama agyinamoa abɔ ho dɔnkomi,Positive
yes please “  medi wakyi di makyi bi wai”,Positive
yooo mati lol,Positive
medaase    ne nyinaa nni twa na fa tim cut and paste wo atwereye mu ɛɔ ɛɛ  ɔ ɔɔ ɛɔ ɛ  ɔ,Positive
where do i get the twi typo  ampa  nff  twi is the future hegotdat,Positive
ampa  nff  twi is the future hegotdat,Positive
eisshh wa nyini wo yɛ boss   ɛyɛ tete no o    saa saa na wo sch no yɛ  more,Positive
ɛyɛ tete no o    saa saa na wo sch no yɛ sɛn   metare wakyi cont,Positive
hahame tsi twi papatsen dn  ei na wote twi saa na na wode french na ereyi me twi ano yi “purplepinqui mabr papa”,Positive
medi wakyi di makyi bi wailol hus dis,Positive
saa saa na wo sch no yɛ sɛn   metare wakyi dada “ oh saa ɛneɛ okatakyie ff  more,Positive
metare wakyi dada “ oh saa ɛneɛ okatakyie ff bak wai   me nso me yɛ owarean o”,Positive
oh saa ɛneɛ okatakyie ff bak wai   me nso me yɛ owarean o,Positive
aane lol,Positive
ℓ☺ℓ done    medi wakyi di makyi bi wai,Positive
ɔtwee anansesɛm mu no wɔtaafrɛ no ɔtwee agyanka “  wats d twi name for antelope”,Positive
wats d twi name for antelope,Positive
je vous suis suivez sil vous plaît revenir “ je ne comprehend pas  purplepinqui medi wakyi du makyi bi wai”k,Positive
yoo asɛm papa “ yess boss mi taa wakyi gidigidi kraa    medi wakyi di makyi bi wai”,Positive
lol yoo medi wakyi,Positive
done   not done “ done    medi wakyi di makyi bi wai”,Positive
not done “ done    medi wakyi di makyi bi wai”,Positive
done    medi wakyi di makyi bi wai,Positive
oh chale   ff bk skills dat lol  nayorm medi wakyi lol   nayorm medi wakyi di makyi bi wai,Positive
ff bk skills dat lol   medi wakyi lol   nayorm medi wakyi di makyi bi wai,Positive
yoo ahoɔfɛ “   medi wakyi di makyi bi wailoolma te ”,Positive
hahaha yoo mateffn bak wai    medi wakyi di makyi bi wai,Positive
lolyooo mate  medi wakyi di makyi bi wai,Positive
mmo ne yɔ  “  mate wai done”,Positive
mate wai done,Positive
loldone   medi wakyi di makyi bi wai,Positive
clouds “  wats mununkum”,Positive
wats mununkum,Positive
hahahahaha yekuromu medi wakyi dodo,Positive
mmo wayɛ adeɛ “ done   medi wakyi di makyi bi wai”,Positive
following u pls ffbck “ i cant read oh english pls    medi wakyi di makyi bi wai”,Positive
i cant read oh english pls    medi wakyi di makyi bi wai,Positive
mmo ne yɔ “ done    medi wakyi di makyi bi wai”,Positive
yoo “ nye me se gbe ma o    medi wakyi di makyi bi wai”,Positive
me reba “ looool u know wat i read u wud eat some of ma waakye looool    medi wakyi di makyi bi wai”,Positive
looool u know wat i read u wud eat some of ma waakye looool    medi wakyi di makyi bi wai,Positive
your welcome   meda woase sɛ wodii makyi,Positive
medi wakyi dada twi no yɛ “  aseda biaa ni ho wonsu di makyi ma me wai lol hope i tri,Positive
medi wakyi dada twi no yɛ “  aseda biaa ni ho wonsu di makyi ma me wai lol hope i tried with the twi”,Positive
aseda biaa ni ho wonsu di makyi ma me wai lol hope i tried with the twi,Positive
ampa megye to mu “  no weapon forged against u prospers”,Positive
ghana adwumayɛfuoɔ nnim sɛ nea wɔgyegye nnipa so oo mmɔbɔ “ ghanaian customer service…pt,Negative
hey yaa meshɛ hɔ oo ɛte sɛn “ im wondering if uncle  has left twitter”,Neutral
ok   that me p do do  you know what   bt i know☺  wopɛ do do,Positive
that me p do do  you know what   bt i know☺  wopɛ do do,Positive
you know what   bt i know☺  wopɛ do do,Positive
bt i know☺  wopɛ do do,Positive
me nso saa “ mnny gay ooo  medi wakyi di makyi bi wai”,Positive
hiplz i nid u help to translate words frm eng to twimipa wokyw boa me,Positive
chaley  kaakaamotobi thats masquerade,Positive
hwan na ɔka ho bio “   another twi professional,Positive
yes aboa biara rebɛwu a ɔpere for ndc  onipa rebɛwu a ɔpere,Positive
"onyame nhyira nka mo nyinaa monsom no ɛnɛ kwasie yi na onyame ayɛ bi ama mo
saa woahun “ my moders favourite saying paa oo “ ɛnsa teaa nyinaa nyɛ pɛ””
my moders favourite saying paa oo “ ɛnsa teaa nyinaa nyɛ pɛ”
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm
yoo    papa paa menuawh ne video anim bosomee a ba yaame gu so a meretwa
ne tie wie mekond adebi  somee a ba yaame gu so a meretwa
wei deɛ afrobeat paa    ne tie wie mekond adebi  safoɔ yɛbu no bɛ yɛnka no asɛm
yoo mɛkɔ akɔ yɛ ɔtumfoɔ kyeame   k som otumfo wai  ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm
kyɛkyɛn bi adi mawu
k som otumfo wai  ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm
ɔba nyansafoɔ yɛbu no bɛ yɛnka no asɛm
agya bɔfoɔ a ɔhunta dua akyiri obi anhunu wo a onyame deɛ  wahunu wo
ɛhia wo a ɛnwu
efie ne fie
efie ne fie
efie ne fie
efie ne fie
ɛnsa teaa nyinaa nyɛ pɛ
obi refrɛ ne nyame no na obi nnyina hɔampa",Positive
oh saa  nyɛ me na metweeteɛ o  kayquan ka ne w twi mu   one user followed me and one,Positive
nsɛnkwaafoɔ yɛ comedian kaakaamotobi yɛ obi a wahyɛ ntaadeɛ huuhuuhu  chaley  kaakaamotobi thats masquerade,Positive
yea twi in its pure form is incredibly rich  interesting  deɛ ɔrepam wo mmerɛe a ɛbɛyɛ dɛn na woagye wo ahome,Positive
its bad learning from him   nigga if ur twi is bad see   panyintoto nyame ne me hyfo,Positive
messi should see this   wote faako a wote wadeɛ so,Positive
wonny easy  ohia asoma woɔ ɛbɛyɛ dɛn wonkɔ,Positive
wobɛ tumi akora nsɛmfua no sɛ keyboard shocuts wɔ iphone mu te sɛ deɛ mayɛ no  “  medaase”,Positive
hmm twitter na twaa wɔn miensa din mu “ wei de wab ka   today stats one new follower and  new unfollowers ”,Positive
sɛ wo bu nyame kwasia kɔtɔ hwɛ wo tois the proverb correct,Positive
this is how i will defend my ceificate after school  nsateaa du nyinaa nyɛ pɛ,Positive
ɔkoo nyankopɔn “  whats god of war in akan”,Positive
😂😂😂😂😂😂 “ this is how i will defend my ceificate after school  nsateaa du nyinaa nyɛ pɛ”,Positive
daabi o “ chaleu gt ghanaian language keyboard or wat   ohia yɛdi no wɔ fie na yɛnni no wɔ dwa so”,Positive
jdm wate make ayariga min of agrikelcha  baako mmu ɔman,Neutral
awoda pa “  how do you say happy bihday in twi”,Positive
wonte twi “ today ive made uncle  tweet in englishi just couldnt understand the twi koraa”,Positive
today ive made uncle  tweet in englishi just couldnt understand the twi koraa,Positive
nw ff  ff bak obengfuo,Positive
wats d english name for prɛkɛsɛ sorowisafomwisaamp twintia pleasetellme,Positive
wo y guy wate  meyɛ ɔkatakyie o “ any akatakyie on ma tl no”,Positive
lmfaoi see cc  😂😂😂  wonni sika a wose nsa nyɛ dɛ,Positive
yeada reciprocity stuff  obi yɛ wo papa a na waha wo,Positive
sɛ kɔteɛ ne ɛtwɛ di kokoam agorɔ a ɔkra firi dampareɛ bɛdi adanseɛ kokoam  secret ɔkra  soul dampareɛ  aboveheavens,Positive
aane  saa woahunu “ wo y guy wate  meyɛ ɔkatakyie o “ any akatakyie on ma tl no””,Positive
ok will learn from both   of course panyintoto saa mohhm   hehe  cont,Positive
"medo wiase ahomatiaa  pls help me write dis in english
tumi nyinaa firi twereduampɔn nyame hɔ enti yɛnsom to ɛnɛ kwasie yi
tumi nyinaa firi twereduampɔn nyame hɔ enti yɛnsom to ɛnɛ kwasie yi
tumi nyinaa firi twereduampɔn nyame hɔ enti yɛnsom to ɛnɛ kwasie yi
gt amazing adidas ambassador amp aspiring athlete mfg interview glenn owusu  s
ff bk
agorɔ bi ma nipa fɔn
agorɔ bi ma nipa fɔn
agorɔ bi ma nipa fɔn
agorɔ bi ma nipa fɔn
agorɔ bi ma nipa fɔn
wats fdwo  agorɔ a ɛyɛ dɛ na ɛkum fɔdwoɔ",Positive
mmo  sɛbe  to sɛbe woate  apuuwode ahyɛ me twɛmu awie no suck my dick now,Neutral
kwame tua te a na aban ate kwame tua was a traitor who leaked information to the british during the asante wars and thi,Positive
please send me the twi alphabets,Positive
ɛɔɛɔ “ please send me the twi alphabets,Positive
megye wo so me nkoaa me hemaa “ goodmorning uncle  ”,Positive
daaabi daabidea wonim no obi nso nnim  but all the same is good to take it as it is,Positive
now this is funny “ prako nnom nsa mma abirekyie mmoro”,Positive
at all   obi se nakoa ne wo na ɛyɛ nokorɛ a ɔnnii wo atɛm,Positive
ɛyɛ ɛbɛ ɛnsa ankɔ a ɛnsa mma wonnya biribi kwa   hmm does biribi always have to si for biribi to y yie hmmm,Positive
ɛkyerɛ sɛ wonnim asa koraa a ɛnsɛe hwee   obengfo pls what is the meaning of the saying asa bone nkum asaase,Positive
u want to challenge   εtwε a ne taste εyε peppery paa akwasi wei deε wanntry,Neutral
legit»   sanbɔɔdo “  obenfo what is  signboard in twi”,Positive
brilliant   fɛfɛ na ɛyɛ fɛ nti na ɔdamani tu mmirika a ɔsɔ ne nufu na ɛnyɛ sɛ ɛbɛte atɔ ɔdamani  ɔbaa a ɔdi…,Positive
kurotwiamansa tɔ nsuo mu a ne ho na ɛfɔ nanso ne ho nsesaneɛ deɛ ɛwɔ hɔ daa kurotwiamansa  leopard,Positive
we all love this    borɔdekɔkɔɔ ne nkateɛ nnyae dɛ yɛ da,Positive
rofff lunch bro   ei trotromate gyama wopɛ kɔkɔɔ ne nkateɛ paa,Positive
ne ho yɛ “ fr nu ehh  wo ani nka anaa “ someone should call me eh””,Positive
yessiiiirrr   wode kokromotie kɔ ayie a yɛde sotorɔ na gya wo kwan,Positive
thats deep meehnnn    sɛ deɛ nsuo yɛɛ nkyene no saa ara na awia bɛyɛ nkuto,Positive
definitely hanging nail syndrome  “ akyea a na ɛmmuiɛ” curved but not broken,Positive
interesting  deɛ ɔrepam wo mmerɛe a ɛbɛyɛ dɛn na woagye wo ahome,Positive
“ ɛtire nteeɛ a yɛnnyae ɛkyɛ soa” what does this sentence mean,Positive
wiase yɛdɛ anaa abrabɔ pa “  how do you say life is good in twi”,Positive
chaleu gt ghanaian language keyboard or wat   ohia yɛdi no wɔ fie na yɛnni no wɔ dwa so,Positive
me mawo gud mornin,Positive
ka ne w twi mu   one user followed me and one user unfollowed me today checked via,Positive & Negative
naaa dat cant beitsyka wo baako aawofre mprenuhehehehehehehe,Positive
tweetlikeyour    kuro mu yɛ din a na asɛm wɔ mu,Positive
im an exception tho  abɔfra nsɛ oni a ɔsɛ ɔse,Positive
hehehee “ rofff lunch bro   ei trotromate gyama wopɛ kɔkɔɔ ne nkateɛ paa”,Positive
